core-core-24.4.3-24.8.4\7fChatMsgFilter.dll,b7bfbc8165dc87e0e4b577454d4fe34f,9236,20992,412f9959
core-core-24.4.3-24.8.4\7fxp.dll,63a67de580db8d56e23fab7c12063082,4165266,6469552,9fc52118
core-core-24.4.3-24.8.4\game.exe,1068957f8a19838fc8ed7fc40201ebab,504411,1126400,7a026eaf
core-core-24.4.3-24.8.4\gameVer.ini,2f708e2a15e14cbd81ca07f04cc8545b,38,18,ba00674f
core-core-24.4.3-24.8.4\gpi.o,187054b777bcf6850517def9b652fb9e,2224282,7297490,cc7a632f
core-core-24.4.3-24.8.4\gpigame.dll,adb68aea9eefd872b16ee4f4c05ce656,1911174,4493312,7db749f8
core-core-24.4.3-24.8.4\iteminfo.json,d28cd554b409ed78122afcfc7798cdec,34615,253014,2ba55b9e
core-core-24.4.3-24.8.4\main_map.o,05622c3805413b40d3f2b58d4f97a906,6203169,36649426,5046fe05
core-core-24.4.3-24.8.4\new_type_item.o,d2d55cb62a1bbf8403798b80852034b9,27296,82995,d1db8b3f
core-core-24.4.3-24.8.4\sanguo_b_addon.o,ea0a444623101ee976a2add2b3e0e914,536281,1717282,62b6a84d
core-core-24.4.3-24.8.4\skin.o,66794e7732ce4fcc679dcd789546ba00,506686,2791035,8c734732
core-core-24.4.3-24.8.4\VerComp.dat,0d25317ec2b84ab53b26181fcbd0cbd6,1566,2759,50702120
gameVer.ini,af22895875d5823a6afe7ff75606faa1,39,19,198f0961
